"Session ID","Time","Discipline","Level","Attempt","Grade System"
"728446248.325984","2024-01-31 19:23:50","Boulder","V4","True","hueco"
"728446248.325984","2024-01-31 19:23:55","Boulder","V4","True","hueco"
"728446248.325984","2024-01-31 19:23:58","Boulder","V4","True","hueco"
"728280321.412868","2024-01-29 20:08:31","Boulder","V0","False","hueco"
"728280321.412868","2024-01-29 20:08:33","Boulder","V0","False","hueco"
"728280321.412868","2024-01-29 20:08:36","Boulder","V1","False","hueco"
"728280321.412868","2024-01-29 20:08:39","Boulder","V1","False","hueco"
"728280321.412868","2024-01-29 20:11:07","Boulder","V3","False","hueco"
"728280321.412868","2024-01-29 20:14:18","Boulder","V3","False","hueco"
"728280321.412868","2024-01-29 20:16:29","Boulder","V5","True","hueco"
"728280321.412868","2024-01-29 20:17:30","Boulder","V5","True","hueco"
"728280321.412868","2024-01-29 20:18:42","Boulder","V5","True","hueco"
"728280321.412868","2024-01-29 20:20:54","Boulder","V5","True","hueco"
"728280321.412868","2024-01-29 20:22:24","Boulder","V5","True","hueco"
"728280321.412868","2024-01-29 20:28:55","Boulder","V6","True","hueco"
"728280321.412868","2024-01-29 20:30:15","Boulder","V6","True","hueco"
"728280321.412868","2024-01-29 20:38:52","Boulder","V5","True","hueco"
"728280321.412868","2024-01-29 20:57:53","Boulder","V5","True","hueco"
"728280321.412868","2024-01-29 21:11:42","Boulder","V3","True","hueco"
"728280321.412868","2024-01-29 21:13:16","Boulder","V3","False","hueco"
"728280321.412868","2024-01-29 21:16:17","Boulder","V4","True","hueco"
"728280321.412868","2024-01-29 21:18:06","Boulder","V4","True","hueco"
"728280321.412868","2024-01-29 21:21:03","Boulder","V4","True","hueco"
"728280321.412868","2024-01-29 21:22:42","Boulder","V4","False","hueco"
"728280321.412868","2024-01-29 21:27:33","Boulder","V4","True","hueco"
"728280321.412868","2024-01-29 21:27:59","Boulder","V4","True","hueco"
"728280321.412868","2024-01-29 21:48:00","Boulder","V4","True","hueco"
"728280321.412868","2024-01-29 21:48:04","Boulder","V4","True","hueco"
"728280321.412868","2024-01-29 21:52:09","Boulder","V4","True","hueco"
"728184438.479032","2024-01-28 17:37:57","Top Rope","5.11b","False","yds"
"728076988.337158","2024-01-27 11:36:31","Boulder","V1","False","hueco"
"728076988.337158","2024-01-27 11:39:52","Boulder","V2","False","hueco"
"728076988.337158","2024-01-27 11:44:02","Boulder","V2","False","hueco"
"728076988.337158","2024-01-27 11:45:53","Boulder","V4","True","hueco"
"728076988.337158","2024-01-27 11:49:11","Boulder","V4","True","hueco"
"728076988.337158","2024-01-27 11:54:02","Boulder","V4","False","hueco"
"728076988.337158","2024-01-27 11:56:45","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 11:59:29","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 12:01:49","Boulder","V4","False","hueco"
"728076988.337158","2024-01-27 12:05:28","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 12:06:59","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 12:15:03","Boulder","V5","False","hueco"
"728076988.337158","2024-01-27 12:30:26","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 12:43:38","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 12:43:41","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 12:53:54","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 12:53:57","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 12:56:11","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 13:02:08","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 13:07:59","Boulder","V4","True","hueco"
"728076988.337158","2024-01-27 13:09:16","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 13:11:13","Boulder","V5","False","hueco"
"728076988.337158","2024-01-27 13:16:24","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 13:17:21","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 13:20:31","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 13:22:20","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 13:32:25","Boulder","V5","True","hueco"
"728076988.337158","2024-01-27 13:35:23","Boulder","V4","True","hueco"
"728076988.337158","2024-01-27 13:36:27","Boulder","V4","True","hueco"
"727936507.250832","2024-01-25 20:38:05","Top Rope","5.11a","False","yds"
"727936507.250832","2024-01-25 20:55:46","Top Rope","5.11d","True","yds"
"727936507.250832","2024-01-25 21:26:43","Top Rope","5.12a","True","yds"
"727936507.250832","2024-01-25 21:26:47","Top Rope","5.12b","True","yds"
"727936507.250832","2024-01-25 21:43:37","Boulder","V3","False","hueco"
"727936507.250832","2024-01-25 21:45:02","Boulder","V4","True","hueco"
"727936507.250832","2024-01-25 21:47:37","Boulder","V4","False","hueco"
"727936507.250832","2024-01-25 21:49:50","Boulder","V3","True","hueco"
"727936507.250832","2024-01-25 21:52:34","Boulder","V4","True","hueco"
"727751745.907057","2024-01-23 17:15:55","Top Rope","5.11a","False","yds"
"727751745.907057","2024-01-23 17:26:07","Top Rope","5.11b","False","yds"
"727751745.907057","2024-01-23 17:36:52","Top Rope","5.11c","False","yds"
"727751745.907057","2024-01-23 17:57:31","Top Rope","5.11d","True","yds"
"727751745.907057","2024-01-23 18:19:00","Top Rope","5.12a","True","yds"
"727751745.907057","2024-01-23 18:37:02","Boulder","V4","False","hueco"
"727751745.907057","2024-01-23 18:38:09","Boulder","V5","True","hueco"
"727751745.907057","2024-01-23 18:39:06","Boulder","V5","True","hueco"
"727751745.907057","2024-01-23 18:40:39","Boulder","V5","True","hueco"
"727751745.907057","2024-01-23 18:43:09","Boulder","V5","True","hueco"
"727751745.907057","2024-01-23 18:44:03","Boulder","V5","True","hueco"
"727751745.907057","2024-01-23 18:49:59","Boulder","V5","True","hueco"
"727751745.907057","2024-01-23 18:54:15","Boulder","V5","True","hueco"
"727577355.240774","2024-01-21 16:49:17","Boulder","V1","False","hueco"
"727577355.240774","2024-01-21 16:52:12","Boulder","V3","False","hueco"
"727577355.240774","2024-01-21 16:59:02","Boulder","V2","False","hueco"
"727577355.240774","2024-01-21 17:05:27","Boulder","V3","False","hueco"
"727577355.240774","2024-01-21 17:37:44","Top Rope","5.11b","False","yds"
"727559048.029016","2024-01-21 11:45:36","Boulder","V0","False","hueco"
"727559048.029016","2024-01-21 11:46:44","Boulder","V2","False","hueco"
"727559048.029016","2024-01-21 11:48:43","Boulder","V1","False","hueco"
"727559048.029016","2024-01-21 11:51:18","Boulder","V2","False","hueco"
"727559048.029016","2024-01-21 11:51:21","Boulder","V2","False","hueco"
"727559048.029016","2024-01-21 11:52:55","Boulder","V3","False","hueco"
"727559048.029016","2024-01-21 11:55:56","Boulder","V3","False","hueco"
"727559048.029016","2024-01-21 11:57:28","Boulder","V4","True","hueco"
"727559048.029016","2024-01-21 12:03:47","Boulder","V4","True","hueco"
"727559048.029016","2024-01-21 12:06:01","Boulder","V4","True","hueco"
"727559048.029016","2024-01-21 12:15:16","Boulder","V3","False","hueco"
"727559048.029016","2024-01-21 12:17:31","Boulder","V3","False","hueco"
"727559048.029016","2024-01-21 12:21:18","Boulder","V5","True","hueco"
"727559048.029016","2024-01-21 12:23:51","Boulder","V4","True","hueco"
"727559048.029016","2024-01-21 12:28:00","Boulder","V1","False","hueco"
"727559048.029016","2024-01-21 12:28:00","Boulder","V1","False","hueco"
"727559048.029016","2024-01-21 12:28:03","Boulder","V0","False","hueco"
"727559048.029016","2024-01-21 12:29:20","Boulder","V4","False","hueco"
"727559048.029016","2024-01-21 12:32:40","Boulder","V3","False","hueco"
"727559048.029016","2024-01-21 12:35:35","Boulder","V4","True","hueco"
"727559048.029016","2024-01-21 12:37:11","Boulder","V4","True","hueco"
"727485998.713387","2024-01-20 15:29:02","Boulder","V0","False","hueco"
"727485998.713387","2024-01-20 15:29:04","Boulder","V0","False","hueco"
"727485998.713387","2024-01-20 15:29:56","Boulder","V1","False","hueco"
"727485998.713387","2024-01-20 15:30:46","Boulder","V1","False","hueco"
"727485998.713387","2024-01-20 15:31:34","Boulder","V1","False","hueco"
"727485998.713387","2024-01-20 15:34:31","Boulder","V2","False","hueco"
"727485998.713387","2024-01-20 15:37:47","Boulder","V2","False","hueco"
"727485998.713387","2024-01-20 15:40:20","Boulder","V0","False","hueco"
"727485998.713387","2024-01-20 15:40:22","Boulder","V0","False","hueco"
"727485998.713387","2024-01-20 15:41:37","Boulder","V1","False","hueco"
"727485998.713387","2024-01-20 15:43:26","Boulder","V2","False","hueco"
"727485998.713387","2024-01-20 16:09:58","Boulder","V3","False","hueco"
"727485998.713387","2024-01-20 16:11:18","Boulder","V3","False","hueco"
"727485998.713387","2024-01-20 16:16:39","Boulder","V4","True","hueco"
"727485998.713387","2024-01-20 16:24:56","Boulder","V4","True","hueco"
"727485998.713387","2024-01-20 16:29:54","Boulder","V4","True","hueco"
"727485998.713387","2024-01-20 16:36:38","Boulder","V2","False","hueco"
"727485998.713387","2024-01-20 16:39:48","Boulder","V2","False","hueco"
"727485998.713387","2024-01-20 16:40:37","Boulder","V2","False","hueco"
"727485998.713387","2024-01-20 16:42:51","Boulder","V2","False","hueco"
"727485998.713387","2024-01-20 16:44:51","Boulder","V3","True","hueco"
"727120096.653462","2024-01-16 09:50:55","Boulder","V0","False","hueco"
"727120096.653462","2024-01-16 09:50:57","Boulder","V0","False","hueco"
"727120096.653462","2024-01-16 09:51:59","Boulder","V1","False","hueco"
"727120096.653462","2024-01-16 09:53:54","Boulder","V2","False","hueco"
"727120096.653462","2024-01-16 09:57:09","Boulder","V3","False","hueco"
"727120096.653462","2024-01-16 10:00:25","Boulder","V2","False","hueco"
"727120096.653462","2024-01-16 10:03:54","Boulder","V3","False","hueco"
"727120096.653462","2024-01-16 10:09:06","Boulder","V4","False","hueco"
"727120096.653462","2024-01-16 10:19:35","Boulder","V4","True","hueco"
"727120096.653462","2024-01-16 10:23:54","Boulder","V4","True","hueco"
"727120096.653462","2024-01-16 10:27:08","Boulder","V4","False","hueco"
"727120096.653462","2024-01-16 10:31:33","Boulder","V5","True","hueco"
"727120096.653462","2024-01-16 10:39:13","Boulder","V2","False","hueco"
"727120096.653462","2024-01-16 10:48:42","Boulder","V5","True","hueco"
"727120096.653462","2024-01-16 10:48:46","Boulder","V2","False","hueco"
"727120096.653462","2024-01-16 10:52:25","Boulder","V2","False","hueco"
"727120096.653462","2024-01-16 10:52:28","Boulder","V4","True","hueco"
"727120096.653462","2024-01-16 10:57:12","Boulder","V4","True","hueco"
"727120096.653462","2024-01-16 11:01:13","Boulder","V4","True","hueco"
"727120096.653462","2024-01-16 11:05:46","Boulder","V1","False","hueco"
"727120096.653462","2024-01-16 11:08:55","Boulder","V5","True","hueco"
"726511145.050437","2024-01-09 08:42:46","Boulder","V0","False","hueco"
"726511145.050437","2024-01-09 08:42:49","Boulder","V2","False","hueco"
"726511145.050437","2024-01-09 08:46:03","Boulder","V1","False","hueco"
"726511145.050437","2024-01-09 08:46:05","Boulder","V1","False","hueco"
"726511145.050437","2024-01-09 08:48:14","Boulder","V3","False","hueco"
"726511145.050437","2024-01-09 08:51:16","Boulder","V2","False","hueco"
"726511145.050437","2024-01-09 08:53:34","Boulder","V3","True","hueco"
"726511145.050437","2024-01-09 08:54:20","Boulder","V3","True","hueco"
"726511145.050437","2024-01-09 08:55:28","Boulder","V2","False","hueco"
"726511145.050437","2024-01-09 08:59:38","Boulder","V3","False","hueco"
"726511145.050437","2024-01-09 09:06:39","Boulder","V5","True","hueco"
"726511145.050437","2024-01-09 09:06:42","Boulder","V5","True","hueco"
"726511145.050437","2024-01-09 09:08:31","Boulder","V3","False","hueco"
"726511145.050437","2024-01-09 09:15:20","Boulder","V4","False","hueco"
"726511145.050437","2024-01-09 09:22:31","Boulder","V4","False","hueco"
"726511145.050437","2024-01-09 09:26:12","Boulder","V4","True","hueco"
"726511145.050437","2024-01-09 10:00:58","Boulder","V5","True","hueco"
"726511145.050437","2024-01-09 10:01:01","Boulder","V5","True","hueco"
"726511145.050437","2024-01-09 10:01:04","Boulder","V5","True","hueco"
"725991643.259851","2024-01-03 08:21:34","Boulder","V0","False","hueco"
"725991643.259851","2024-01-03 08:24:06","Boulder","V1","False","hueco"
"725991643.259851","2024-01-03 08:25:36","Boulder","V2","True","hueco"
"725991643.259851","2024-01-03 08:26:48","Boulder","V2","True","hueco"
